Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Protocol,Timestamp,Flow_Duration,Tot_Fwd_Pkts,Tot_Bwd_Pkts,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Fwd_Pkt_Len_Max,Fwd_Pkt_Len_Min,Fwd_Pkt_Len_Mean,Fwd_Pkt_Len_Std,Bwd_Pkt_Len_Max,Bwd_Pkt_Len_Min,Bwd_Pkt_Len_Mean,Bwd_Pkt_Len_Std,Flow_Byts,Flow_Pkts,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Fwd_IAT_Mean,Fwd_IAT_Std,Fwd_IAT_Max,Fwd_IAT_Min,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_IAT_Min,Fwd_PSH_Flags,Bwd_PSH_Flags,Fwd_URG_Flags,Bwd_URG_Flags,Fwd_Header_Len,Bwd_Header_Len,Fwd_Pkts,Bwd_Pkts,Pkt_Len_Min,Pkt_Len_Max,Pkt_Len_Mean,Pkt_Len_Std,Pkt_Len_Var,FIN_Flag_Cnt,SYN_Flag_Cnt,RST_Flag_Cnt,PSH_Flag_Cnt,ACK_Flag_Cnt,URG_Flag_Cnt,CWE_Flag_Count,ECE_Flag_Cnt,Down_Up_Ratio,Pkt_Size_Avg,Fwd_Seg_Size_Avg,Bwd_Seg_Size_Avg,Fwd_Byts_Avg,Fwd_Pkts_Avg,Fwd_Blk_Rate_Avg,Bwd_Byts_Avg,Bwd_Pkts_Avg,Bwd_Blk_Rate_Avg,Subflow_Fwd_Pkts,Subflow_Fwd_Byts,Subflow_Bwd_Pkts,Subflow_Bwd_Byts,Init_Fwd_Win_Byts,Init_Bwd_Win_Byts,Fwd_Act_Data_Pkts,Fwd_Seg_Size_Min,Active_Mean,Active_Std,Active_Max,Active_Min,Idle_Mean,Idle_Std,Idle_Max,Idle_Min,Label
10.1.100.2-10.1.100.100-5054-57944-6,10.1.100.100,57944,10.1.100.2,5054,6,05/04/2019 16:14,151,0,2,0,0,0,0,0,0,0,0,0,0,0,13245.03311,151,0,151,151,0,0,0,0,0,151,151,0,151,151,0,0,0,0,0,44,0,13245.03311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-135-57943-6,10.1.100.100,57943,10.1.100.2,135,6,05/04/2019 16:12,85,0,2,0,0,0,0,0,0,0,0,0,0,0,23529.41176,85,0,85,85,0,0,0,0,0,85,85,0,85,85,0,0,0,0,0,44,0,23529.41176,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-11110-57943-6,10.1.100.100,57943,10.1.100.3,11110,6,05/04/2019 16:14,127,0,2,0,0,0,0,0,0,0,0,0,0,0,15748.0315,127,0,127,127,0,0,0,0,0,127,127,0,127,127,0,0,0,0,0,44,0,15748.0315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-687-57944-6,10.1.100.100,57944,10.1.100.3,687,6,05/04/2019 16:14,118,0,2,0,0,0,0,0,0,0,0,0,0,0,16949.15254,118,0,118,118,0,0,0,0,0,118,118,0,118,118,0,0,0,0,0,44,0,16949.15254,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-306-57943-6,10.1.100.100,57943,10.1.100.2,306,6,05/04/2019 16:13,156,0,2,0,0,0,0,0,0,0,0,0,0,0,12820.51282,156,0,156,156,0,0,0,0,0,156,156,0,156,156,0,0,0,0,0,44,0,12820.51282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-2035-57944-6,10.1.100.100,57944,10.1.100.2,2035,6,05/04/2019 16:13,48,0,2,0,0,0,0,0,0,0,0,0,0,0,41666.66667,48,0,48,48,0,0,0,0,0,48,48,0,48,48,0,0,0,0,0,44,0,41666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2107-57945-6,10.1.100.100,57945,10.1.100.3,2107,6,05/04/2019 16:14,38,0,2,0,0,0,0,0,0,0,0,0,0,0,52631.57895,38,0,38,38,0,0,0,0,0,38,38,0,38,38,0,0,0,0,0,44,0,52631.57895,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5800-57943-6,10.1.100.100,57943,10.1.100.2,5800,6,05/04/2019 16:14,47,0,2,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,0,0,0,0,0,47,47,0,47,47,0,0,0,0,0,44,0,42553.19149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-139-57944-6,10.1.100.100,57944,10.1.100.3,139,6,05/04/2019 16:12,127,0,2,0,0,0,0,0,0,0,0,0,0,0,15748.0315,127,0,127,127,0,0,0,0,0,127,127,0,127,127,0,0,0,0,0,44,0,15748.0315,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2492-57943-6,10.1.100.100,57943,10.1.100.3,2492,6,05/04/2019 16:13,133,0,2,0,0,0,0,0,0,0,0,0,0,0,15037.59398,133,0,133,133,0,0,0,0,0,133,133,0,133,133,0,0,0,0,0,44,0,15037.59398,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-2144-57944-6,10.1.100.100,57944,10.1.100.2,2144,6,05/04/2019 16:13,102,0,2,0,0,0,0,0,0,0,0,0,0,0,19607.84314,102,0,102,102,0,0,0,0,0,102,102,0,102,102,0,0,0,0,0,44,0,19607.84314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5033-57943-6,10.1.100.100,57943,10.1.100.2,5033,6,05/04/2019 16:14,31,0,2,0,0,0,0,0,0,0,0,0,0,0,64516.12903,31,0,31,31,0,0,0,0,0,31,31,0,31,31,0,0,0,0,0,44,0,64516.12903,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-5120-57943-6,10.1.100.100,57943,10.1.100.3,5120,6,05/04/2019 16:14,138,0,2,0,0,0,0,0,0,0,0,0,0,0,14492.75362,138,0,138,138,0,0,0,0,0,138,138,0,138,138,0,0,0,0,0,44,0,14492.75362,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1111-57943-6,10.1.100.100,57943,10.1.100.2,1111,6,05/04/2019 16:14,54,0,2,0,0,0,0,0,0,0,0,0,0,0,37037.03704,54,0,54,54,0,0,0,0,0,54,54,0,54,54,0,0,0,0,0,44,0,37037.03704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-19350-57944-6,10.1.100.100,57944,10.1.100.3,19350,6,05/04/2019 16:14,14,0,2,0,0,0,0,0,0,0,0,0,0,0,142857.1429,14,0,14,14,0,0,0,0,0,14,14,0,14,14,0,0,0,0,0,44,0,142857.1429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-23-57943-6,10.1.100.100,57943,10.1.100.3,23,6,05/04/2019 16:12,172,0,2,0,0,0,0,0,0,0,0,0,0,0,11627.90698,172,0,172,172,0,0,0,0,0,172,172,0,172,172,0,0,0,0,0,44,0,11627.90698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-7496-57943-6,10.1.100.100,57943,10.1.100.2,7496,6,05/04/2019 16:13,131,0,2,0,0,0,0,0,0,0,0,0,0,0,15267.17557,131,0,131,131,0,0,0,0,0,131,131,0,131,131,0,0,0,0,0,44,0,15267.17557,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-52673-57943-6,10.1.100.100,57943,10.1.100.3,52673,6,05/04/2019 16:13,150,0,2,0,0,0,0,0,0,0,0,0,0,0,13333.33333,150,0,150,150,0,0,0,0,0,150,150,0,150,150,0,0,0,0,0,44,0,13333.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1175-57943-6,10.1.100.100,57943,10.1.100.2,1175,6,05/04/2019 16:13,119,0,2,0,0,0,0,0,0,0,0,0,0,0,16806.72269,119,0,119,119,0,0,0,0,0,119,119,0,119,119,0,0,0,0,0,44,0,16806.72269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-902-57943-6,10.1.100.100,57943,10.1.100.2,902,6,05/04/2019 16:14,128,0,2,0,0,0,0,0,0,0,0,0,0,0,15625,128,0,128,128,0,0,0,0,0,128,128,0,128,128,0,0,0,0,0,44,0,15625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-2394-57943-6,10.1.100.100,57943,10.1.100.2,2394,6,05/04/2019 16:13,132,0,2,0,0,0,0,0,0,0,0,0,0,0,15151.51515,132,0,132,132,0,0,0,0,0,132,132,0,132,132,0,0,0,0,0,44,0,15151.51515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1069-57943-6,10.1.100.100,57943,10.1.100.2,1069,6,05/04/2019 16:13,11,0,2,0,0,0,0,0,0,0,0,0,0,0,181818.1818,11,0,11,11,0,0,0,0,0,11,11,0,11,11,0,0,0,0,0,44,0,181818.1818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-5200-57944-6,10.1.100.100,57944,10.1.100.3,5200,6,05/04/2019 16:14,119,0,2,0,0,0,0,0,0,0,0,0,0,0,16806.72269,119,0,119,119,0,0,0,0,0,119,119,0,119,119,0,0,0,0,0,44,0,16806.72269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2288-57943-6,10.1.100.100,57943,10.1.100.3,2288,6,05/04/2019 16:14,11,0,2,0,0,0,0,0,0,0,0,0,0,0,181818.1818,11,0,11,11,0,0,0,0,0,11,11,0,11,11,0,0,0,0,0,44,0,181818.1818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1124-57944-6,10.1.100.100,57944,10.1.100.3,1124,6,05/04/2019 16:13,125,0,2,0,0,0,0,0,0,0,0,0,0,0,16000,125,0,125,125,0,0,0,0,0,125,125,0,125,125,0,0,0,0,0,44,0,16000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-465-57943-6,10.1.100.100,57943,10.1.100.2,465,6,05/04/2019 16:14,134,0,2,0,0,0,0,0,0,0,0,0,0,0,14925.37313,134,0,134,134,0,0,0,0,0,134,134,0,134,134,0,0,0,0,0,44,0,14925.37313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-3737-57943-6,10.1.100.100,57943,10.1.100.3,3737,6,05/04/2019 16:13,119,0,2,0,0,0,0,0,0,0,0,0,0,0,16806.72269,119,0,119,119,0,0,0,0,0,119,119,0,119,119,0,0,0,0,0,44,0,16806.72269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-27352-57943-6,10.1.100.100,57943,10.1.100.2,27352,6,05/04/2019 16:13,143,0,2,0,0,0,0,0,0,0,0,0,0,0,13986.01399,143,0,143,143,0,0,0,0,0,143,143,0,143,143,0,0,0,0,0,44,0,13986.01399,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1058-57943-6,10.1.100.100,57943,10.1.100.3,1058,6,05/04/2019 16:13,69,0,2,0,0,0,0,0,0,0,0,0,0,0,28985.50725,69,0,69,69,0,0,0,0,0,69,69,0,69,69,0,0,0,0,0,44,0,28985.50725,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1044-57943-6,10.1.100.100,57943,10.1.100.3,1044,6,05/04/2019 16:14,134,0,2,0,0,0,0,0,0,0,0,0,0,0,14925.37313,134,0,134,134,0,0,0,0,0,134,134,0,134,134,0,0,0,0,0,44,0,14925.37313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-44176-57943-6,10.1.100.100,57943,10.1.100.2,44176,6,05/04/2019 16:14,123,0,2,0,0,0,0,0,0,0,0,0,0,0,16260.1626,123,0,123,123,0,0,0,0,0,123,123,0,123,123,0,0,0,0,0,44,0,16260.1626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-83-57944-6,10.1.100.100,57944,10.1.100.2,83,6,05/04/2019 16:14,151,0,2,0,0,0,0,0,0,0,0,0,0,0,13245.03311,151,0,151,151,0,0,0,0,0,151,151,0,151,151,0,0,0,0,0,44,0,13245.03311,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2010-57944-6,10.1.100.100,57944,10.1.100.3,2010,6,05/04/2019 16:13,155,0,2,0,0,0,0,0,0,0,0,0,0,0,12903.22581,155,0,155,155,0,0,0,0,0,155,155,0,155,155,0,0,0,0,0,44,0,12903.22581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-999-57943-6,10.1.100.100,57943,10.1.100.3,999,6,05/04/2019 16:13,45,0,2,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,0,44,0,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-9943-57943-6,10.1.100.100,57943,10.1.100.2,9943,6,05/04/2019 16:14,114,0,2,0,0,0,0,0,0,0,0,0,0,0,17543.85965,114,0,114,114,0,0,0,0,0,114,114,0,114,114,0,0,0,0,0,44,0,17543.85965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-3905-57943-6,10.1.100.100,57943,10.1.100.2,3905,6,05/04/2019 16:14,83,0,2,0,0,0,0,0,0,0,0,0,0,0,24096.38554,83,0,83,83,0,0,0,0,0,83,83,0,83,83,0,0,0,0,0,44,0,24096.38554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-497-57944-6,10.1.100.100,57944,10.1.100.2,497,6,05/04/2019 16:13,30,0,2,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,0,0,0,0,0,30,30,0,30,30,0,0,0,0,0,44,0,66666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-2557-57943-6,10.1.100.100,57943,10.1.100.3,2557,6,05/04/2019 16:13,132,0,2,0,0,0,0,0,0,0,0,0,0,0,15151.51515,132,0,132,132,0,0,0,0,0,132,132,0,132,132,0,0,0,0,0,44,0,15151.51515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1100-57943-6,10.1.100.100,57943,10.1.100.3,1100,6,05/04/2019 16:13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2000000,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,44,0,2000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-668-57944-6,10.1.100.100,57944,10.1.100.2,668,6,05/04/2019 16:13,106,0,2,0,0,0,0,0,0,0,0,0,0,0,18867.92453,106,0,106,106,0,0,0,0,0,106,106,0,106,106,0,0,0,0,0,44,0,18867.92453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-3324-57944-6,10.1.100.100,57944,10.1.100.2,3324,6,05/04/2019 16:14,72,0,2,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,0,0,0,0,0,72,72,0,72,72,0,0,0,0,0,44,0,27777.77778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-500-57944-6,10.1.100.100,57944,10.1.100.3,500,6,05/04/2019 16:14,11,0,2,0,0,0,0,0,0,0,0,0,0,0,181818.1818,11,0,11,11,0,0,0,0,0,11,11,0,11,11,0,0,0,0,0,44,0,181818.1818,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-3689-57943-6,10.1.100.100,57943,10.1.100.2,3689,6,05/04/2019 16:13,10,0,2,0,0,0,0,0,0,0,0,0,0,0,200000,10,0,10,10,0,0,0,0,0,10,10,0,10,10,0,0,0,0,0,44,0,200000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-5850-57943-6,10.1.100.100,57943,10.1.100.2,5850,6,05/04/2019 16:13,126,0,2,0,0,0,0,0,0,0,0,0,0,0,15873.01587,126,0,126,126,0,0,0,0,0,126,126,0,126,126,0,0,0,0,0,44,0,15873.01587,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-22939-57943-6,10.1.100.100,57943,10.1.100.2,22939,6,05/04/2019 16:13,137,0,2,0,0,0,0,0,0,0,0,0,0,0,14598.54015,137,0,137,137,0,0,0,0,0,137,137,0,137,137,0,0,0,0,0,44,0,14598.54015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-49155-57943-6,10.1.100.100,57943,10.1.100.2,49155,6,05/04/2019 16:13,47,0,2,0,0,0,0,0,0,0,0,0,0,0,42553.19149,47,0,47,47,0,0,0,0,0,47,47,0,47,47,0,0,0,0,0,44,0,42553.19149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-6005-57944-6,10.1.100.100,57944,10.1.100.3,6005,6,05/04/2019 16:13,45,0,2,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,0,44,0,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-18988-57943-6,10.1.100.100,57943,10.1.100.2,18988,6,05/04/2019 16:14,75,0,2,0,0,0,0,0,0,0,0,0,0,0,26666.66667,75,0,75,75,0,0,0,0,0,75,75,0,75,75,0,0,0,0,0,44,0,26666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-2968-57943-6,10.1.100.100,57943,10.1.100.2,2968,6,05/04/2019 16:14,128,0,2,0,0,0,0,0,0,0,0,0,0,0,15625,128,0,128,128,0,0,0,0,0,128,128,0,128,128,0,0,0,0,0,44,0,15625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-212-57944-6,10.1.100.100,57944,10.1.100.2,212,6,05/04/2019 16:14,27,0,2,0,0,0,0,0,0,0,0,0,0,0,74074.07407,27,0,27,27,0,0,0,0,0,27,27,0,27,27,0,0,0,0,0,44,0,74074.07407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-24444-57944-6,10.1.100.100,57944,10.1.100.3,24444,6,05/04/2019 16:14,30,0,2,0,0,0,0,0,0,0,0,0,0,0,66666.66667,30,0,30,30,0,0,0,0,0,30,30,0,30,30,0,0,0,0,0,44,0,66666.66667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-7627-57944-6,10.1.100.100,57944,10.1.100.2,7627,6,05/04/2019 16:13,21,0,2,0,0,0,0,0,0,0,0,0,0,0,95238.09524,21,0,21,21,0,0,0,0,0,21,21,0,21,21,0,0,0,0,0,44,0,95238.09524,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-8087-57944-6,10.1.100.100,57944,10.1.100.2,8087,6,05/04/2019 16:13,45,0,2,0,0,0,0,0,0,0,0,0,0,0,44444.44444,45,0,45,45,0,0,0,0,0,45,45,0,45,45,0,0,0,0,0,44,0,44444.44444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.2-10.1.100.100-1055-57943-6,10.1.100.100,57943,10.1.100.2,1055,6,05/04/2019 16:13,123,0,2,0,0,0,0,0,0,0,0,0,0,0,16260.1626,123,0,123,123,0,0,0,0,0,123,123,0,123,123,0,0,0,0,0,44,0,16260.1626,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-6106-57944-6,10.1.100.100,57944,10.1.100.3,6106,6,05/04/2019 16:14,101,0,2,0,0,0,0,0,0,0,0,0,0,0,19801.9802,101,0,101,101,0,0,0,0,0,101,101,0,101,101,0,0,0,0,0,44,0,19801.9802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-5414-57943-6,10.1.100.100,57943,10.1.100.3,5414,6,05/04/2019 16:13,113,0,2,0,0,0,0,0,0,0,0,0,0,0,17699.11504,113,0,113,113,0,0,0,0,0,113,113,0,113,113,0,0,0,0,0,44,0,17699.11504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-1875-57943-6,10.1.100.100,57943,10.1.100.3,1875,6,05/04/2019 16:13,111,0,2,0,0,0,0,0,0,0,0,0,0,0,18018.01802,111,0,111,111,0,0,0,0,0,111,111,0,111,111,0,0,0,0,0,44,0,18018.01802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
10.1.100.3-10.1.100.100-8651-57943-6,10.1.100.100,57943,10.1.100.3,8651,6,05/04/2019 16:14,101,0,2,0,0,0,0,0,0,0,0,0,0,0,19801.9802,101,0,101,101,0,0,0,0,0,101,101,0,101,101,0,0,0,0,0,44,0,19801.9802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,portscan
